id,chemical_name,status,category,restriction_details,registered_formulations
394,Sodium Acifluorfen,REGISTERED,UNKNOWN,,
395,Sodium Paranitrophinolate,REGISTERED,UNKNOWN,,
396,Spinetoram,REGISTERED,UNKNOWN,,Spinetoram 0.1% RB | Spinetoram 11.70%SC
397,Spinosad,REGISTERED,UNKNOWN,,Spinosad 2.50% SC | Spinosad 2.50% w/w GR | Spinosad 20.62% w/w EC | Spinosad 45%SC
398,Spiromesifen,REGISTERED,UNKNOWN,,Spiromesifen 22.90% SC | Spiromesifen 15% + Hexythiazox 2.2% + Abamectin 1.15% SC
399,Spiropidion,REGISTERED,UNKNOWN,,Spiropidion 9.6% + Abamectin 1.4% SC u/s | Spiropidion 30% w/w + Acetamiprid 24% w/w WG
400,Spirotetramat,REGISTERED,UNKNOWN,,Spirotetramat 15.31%w/w OD | Spirotetramat 11.01% + Imidacloprid 11.01% SC
401,Streptomycin,REGISTERED,UNKNOWN,,Streptomycin + Tetracycline | Streptomycin + Tetracycline
402,Sulfentrazone,REGISTERED,UNKNOWN,,Sulfentrazone 39.6% SC | Sulfentrazone 28%+ Clomazone 30% WP
403,Sulfosulfuron,REGISTERED,UNKNOWN,Incomplete crop safety data,Sulfosulfuron 75% WG | Sulfosulfuron 75%+Metsulfuron Methyl 5%WG
404,Sulfoxaflor,REGISTERED,UNKNOWN,,Sulfoxaflor 11.4%w/w SC | Sulfoxaflor 21.8%w/w SC | Sulfoxaflor 50% WG | Sulfoxaflor 7.5% + Buprofezin 15% SC
405,Sulphur,REGISTERED,UNKNOWN,,Sulphur 40% SC | Sulphur 52% Flowable | Sulphur 55.16% SC | Sulphur 80% WG | Sulphur 80% WP | Sulphur 85% DP | Sulphur 58.5% w/w | Sulphur 50% + Propineb 25% DF
406,Tebuconazole,REGISTERED,UNKNOWN,,Tebuconazole 2% DS | Tebuconazole 25% WG | Tebuconazole 25.9% EC | Tebuconazole 38.39% SC | Tebuconazole 5.36% FS | Tebuconazole 5.4% | Tebuconazole10% +Sulphur65%WG | Tebuconazole15%+Zineb57%WDG | Tebuconazole 50% + Trifloxystrobin 25%WG | Tebuconazole 6.7% +Captan 26.9% SC
407,Tebufenozide,REGISTERED,UNKNOWN,,Tebufenozide 22.64% w/w
408,Tebufenpyrad,REGISTERED,UNKNOWN,,Tebufenpyrad 20% WP
409,Teflubenzuron,REGISTERED,UNKNOWN,,
410,Tembotrione,REGISTERED,UNKNOWN,,Tembotrione 34.4% SC | Tembotrione 9% + Atrazine 45% WG
411,Temephos,REGISTERED,UNKNOWN,,Temephos 50 % EC
412,Tetraconazole,REGISTERED,UNKNOWN,,Tetraconazole 11.6% w/w | Tetraconazole 3.8% EW
413,Tetracycline,REGISTERED,UNKNOWN,,
414,Tetraniliprole,REGISTERED,UNKNOWN,,Tetraniliprole 18.18 %w/w SC | Tetraniliprole 40.34%FS | Tetraniliprole 10.08 % + Thiacloprid 30.25 % SC | Tetraniliprole 10.81% + Spirotetramat 21.62% SC
415,Thiacloprid,REGISTERED,UNKNOWN,,Thiacloprid 21.70% SC
416,Thifluzamide,REGISTERED,UNKNOWN,,Thifluzamide 24% SC | Thifluzamide 9% + Difenoconazole 6% + Validamycin 3% SC
417,Thiobencarb,REGISTERED,UNKNOWN,,
418,Thiocyclam Hydrogen Oxalate,REGISTERED,UNKNOWN,,Thiocyclam Hydrogen Oxalate 50% SP | Thiocyclam hydrogen oxalate 3.0% + Clothianidin 1.2% GR
419,Thiodicarb,REGISTERED,UNKNOWN,Related to banned Methomyl; banned in EU,Thiodicarb 75% WP
420,Thiomethoxam,REGISTERED,UNKNOWN,,
421,Thiophanate-Methyl,REGISTERED,UNKNOWN,,Thiophanate-methyl 41.7% SC | Thiophanate-methyl 70% WG | Thiophanate-methyl 70% WP
422,Thiram,REGISTERED,UNKNOWN,"Reproductive toxicity, fungicide resistance; banned in EU",Thiram 40% FS | Thiram 75% WS | Thiram 80% WP
423,Tolfenpyrad,REGISTERED,UNKNOWN,,Tolfenpyrad 15% EC | Tolfenpyrad 15% + Bifenthrin 7.5% SE | Tolfenpyrad 30% + Pyriproxyfen 10% + Acetamiprid 4% EC
424,Topramezone,REGISTERED,UNKNOWN,,Topramezone 336g/l w/v SC | Topramezone 10g/l +Atrazine 300g/l SC | Topramezone 32 g/l + Dimethenamid-p 538 g/l EC
425,Transfluthrin,REGISTERED,UNKNOWN,,Transfluthrin 0.15% Mosquito coil | Transfluthrin 0.03% Mos.Coil | Transfluthrin 0.08% Aerosol | Transfluthrin 0.88% Liquid Vaporiser | Transfluthrin 1%EU | Transfluthrin 1.2%LV | Transfluthrin 1.6%LV | Transfluthrin 12.0%AE | Transfluthrin 20% MV Gel | Transfluthrin1.0% + Cypermethrin 0.25% Spray
426,Triacontanol,REGISTERED,UNKNOWN,,Triacontanol 0.05% EC | Triacontanol 0.05% w/w min. GR | Triacontanol 0.1% EW | Triacontanol l80 g/ L + Pyraclostrobin 40 g/L FS
427,Triadimefon,REGISTERED,UNKNOWN,,Triadimefon 25% WP
428,Triafamone,REGISTERED,UNKNOWN,,Triafamone 18.52% SC | Triafamone 20%+ Ethoxysulfuron l0%WG
429,Triallate,REGISTERED,UNKNOWN,,Triallate 50% EC
430,Triasulfuron,REGISTERED,UNKNOWN,,Triasulfuron 20% WG
431,Tribasic Copper Sulfate,REGISTERED,UNKNOWN,,
432,Trichoderma Harzianum,REGISTERED,UNKNOWN,,Trichoderma harzianum 1.0% WP | Trichoderma harzianum 1.5% WP | Trichoderma harzianum 1.5% AS | Trichoderma harzianum 0.5% WS | Trichoderma harzianum 1.0% WP | Trichoderma harzianum 1.0% W.P | Trichoderma harzianum 2.0% A.S | Trichoderma harzianum 20% SC | Trichoderma harzianum 2.0% WP | Trichoderma harzianum 5.0% SC | Trichoderma harzianum 5.0% WP
433,Trichoderma Viride,REGISTERED,UNKNOWN,,Trichoderma viride 1.5% AS | Trichoderma viride 1.5% WP | Trichoderma viride 5% SP | Trichoderma viride 0.50% W.P | Trichoderma viride 1.0 % AS | Trichoderma viride 1.0% W.P | Trichoderma viride 1.00% W.P | Trichoderma viride1.00% W.P | Trichoderma viride1.5% LF | Trichoderma viride 1.5% W.P | Trichoderma viride 2% W.P | Trichoderma viride 5% LF
434,Tricyclazole,REGISTERED,UNKNOWN,,Tricyclazole 70% WG | Tricyclazole 75% WP | Tricyclazole 18% + Mancozeb 62%WP | Tricyclazole1 8.0+Tebuconazole 14.4%SC | Tricyclazole 20.4%+Azoxystrobin 6.8%SC | Tricyclazole 45%+Hexaconazole 10%WG
435,Trifloxystrobin,REGISTERED,UNKNOWN,,Trifloxystrobin 25% + Hexaconazole 25% WG | Trifloxystrobin 10% + Difenoconazole 12.5% + Sulphur 3% SC
436,Trifloxysulfuron Sodium,REGISTERED,UNKNOWN,,
437,Triflumezopyrim,REGISTERED,UNKNOWN,,Triflumezopyrim 10.6% SC | Triflumezopyrim 20% WG | Triflumezopyrim 0.45% + Chlorantraniliprole 0.5% GR | Triflumezopyrim 10% w/w + Spinetoram 12% w/w WG | Triflumezopyrim 4.79% w/w + Spinetoram 8.62 % w/w SC
438,Triflumizole,REGISTERED,UNKNOWN,,Triflumizole 42.14%w/w SC | Triflumizole 15% EC u/s 9
439,Triticonazole,REGISTERED,UNKNOWN,,Triticonazole 80 g/l + Pyraclostrobin 40% g/l FS
440,Oxathiapiprolin,REGISTERED,UNKNOWN,,Oxathiapiprolin 1.4% + Azoxystrobin 14.46% SC | Oxathiapiprolin 0.6% w/w + Mancozeb 60 % w/w WG | Oxathiapiprolin 2.77% + Mandipropamid 23.08% SC | Oxathiapiprolin 4.61% w/w + Amisulbrom 23.08% w/w SE
441,Validamycin,REGISTERED,UNKNOWN,,Validamycin 3%L | Validamycin 5% + Tebuconazole 15% SC | Validamycin 2.8% + Propiconazole 6% EW
442,Valifenalate,REGISTERED,UNKNOWN,,Valifenalate 6%+Mancozeb 60%WG
443,Verticillium Lecanii,REGISTERED,UNKNOWN,,Verticillium lecanii 1.15% WP | Verticillium Lecanii 1.50% Liquid Formulation | Verticillium lecanii 3.0% AS | Verticillium lecanii 5.0% SC
444,Verticillium Chlamydosporium,REGISTERED,UNKNOWN,,Verticillium chlamydosporium 1.0%WP
445,Zinc Phosphide,REGISTERED,UNKNOWN,,Zinc Phosphide 01%bait | Zinc Phosphide 80%Powder
446,Zineb,REGISTERED,UNKNOWN,Fungicide resistance; incomplete data,Zineb 75%WP | Zineb 80%WP
447,Ziram,REGISTERED,UNKNOWN,,Ziram 27%SC | Ziram 80% WP
448,Zoxamide,REGISTERED,UNKNOWN,,Zoxamide 33% + Cymoxanil 33% WP
